,Accessible,Adaptive_Swing,Level,Location,Name,Playground_ID,Prop_ID,lat,lon,Zip,tot_inc_num_returns,tot_inc_amnt,avg_inc_by_zip,est_median_inc
508,Y,N,4.0,210th Street and 73rd Avenue,210th St Playground,Q021-03,Q021,40.7393,-73.7653,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
509,Y,N,4.0,"Mclauglin Ave W/o F Lewis Blvd,grand Central Pkwy",Mclaughlin Playground,Q021B,Q021B,40.7255,-73.7663,11423,15280.0,732735000.0,47953.8612565445,36731.33971291866
510,Y,N,2.0,"S/o L I Exwy, 210 & Oceania Sts",Seven Gables Playground,Q021C,Q021C,40.7442,-73.7664,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
511,Y,N,4.0,"37 Ave, Parsons Blvd","Weeping Beech, Margaret I Carmen Green",Q022,Q022,40.7628,-73.8245,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
512,Y,N,4.0,JAMAICA AVE & 153 ST,Rufus King Park,Q023-01,Q023,40.7041,-73.8035,11432,28320.0,1332599000.0,47055.049435028246,36231.25
513,Y,N,4.0,164 ST & LITHONIA,Playground,Q024-02,Q024,40.7485,-73.8032,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
514,Y,N,4.0,BOOTH MEMORIAL AVE & 160 ST,Four Winds Playground,Q024-03,Q024,40.7425,-73.8083,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
515,Y,N,4.0,ROSE & OAK AVES,Playground,Q024-05,Q024,40.7494,-73.8073,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
516,Y,Y,3.0,"41 To 42 Aves, 103 St",Linden Park,Q026,Q026,40.7486,-73.8619,11368,48530.0,1450218000.0,29882.917782814755,12591.78327951202
517,Y,N,4.0,"52 St, Woodside Ave, 39 Rd, 39 Dr, 54 St",Windmuller Playground,Q031,Q031,40.7475,-73.9107,11377,45490.0,1944107000.0,42737.019125082435,36507.80269058296
518,Y,N,4.0,"Madison St, Fresh Pond Rd",Benninger Playground,Q038,Q038,40.7071,-73.8983,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
519,Y,N,4.0,"92 St, 56 Ave",Newtown Playground,Q041,Q041,40.7363,-73.8695,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
520,Y,N,4.0,"Greenpoint Ave, 43 St, 47 Ave, 42 St",Noonan Playground,Q044,Q044,40.7411,-73.9225,11104,15110.0,894211000.0,59180.07941760423,37454.33526011561
521,Y,Y,2.0,"49 Ave, Vernon Blvd, 5 St",Andrews Playground,Q045,Q045,40.7434,-73.9548,11101,18530.0,1554491000.0,83890.50188882892,37481.05849582173
522,Y,N,4.0,"Alstyne Ave, 102 St, Corona Ave",Josephine Caminiti Playground,Q046,Q046,40.7439,-73.8616,11368,48530.0,1450218000.0,29882.917782814755,12591.78327951202
523,Y,N,4.0,34 AVE & VERNON BLVD,Rainey Park Playground,Q048-01,Q048,40.7656,-73.9413,11106,21880.0,1216535000.0,55600.31992687386,37623.7721021611
524,N,,,174 ST & 113 AVE,174 St Playground,Q051-01,Q051,40.6935,-73.778,11433,16540.0,603266000.0,36473.15598548972,36316.52173913043
525,Y,N,4.0,85 AVE & 165 ST,Captain Tilly Playground,Q052-01,Q052,40.7126,-73.7992,11432,28320.0,1332599000.0,47055.049435028246,36231.25
526,Y,N,2.0,"88 To 89 Aves, 90 St, Woodhaven Blvd",Equity Park,Q053,Q053,40.6913,-73.8533,11421,20310.0,832190000.0,40974.39684884293,36636.911487758945
527,Y,N,4.0,"Hoyt Ave, 21 To 23 Sts",Triborough Bridge Playground B,Q066B,Q066B,40.7747,-73.9231,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
528,Y,N,4.0,"Hoyt Ave, 24 St To Crescent St",Triborough Bridge Playground D,Q066D,Q066D,40.7735,-73.9216,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
529,Y,N,4.0,"Hoyt Ave, Crescent St, 26 St",Triborough Bridge Playground E,Q066E,Q066E,40.773,-73.9209,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
530,Y,N,4.0,"Hoyt Ave, 29 To 31 Sts",Hoyt Playground,Q066F,Q066F,40.7716,-73.9172,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
531,Y,N,4.0,"65 To 69 Sts, 37 Ave, Broadway",Hart Playground,Q067A,Q067A,40.7488,-73.8973,11377,45490.0,1944107000.0,42737.019125082435,36507.80269058296
532,N,,,Hollis Ave & Robard Lane,Wayanda Park,Q082,Q082,40.7108,-73.739,11429,13300.0,581885000.0,43750.75187969925,36801.312335958006
533,Y,N,2.0,"30 Ave, 85 St, 25 Ave, 84 St",Gorman Playground,Q085,Q085,40.7624,-73.8842,11370,13230.0,607733000.0,45935.978835978836,36779.7385620915
534,Y,N,4.0,149 ST & 25 AVE,Leonardo Ingravallo Playground,Q086-01,Q086,40.7757,-73.8172,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
535,Y,N,4.0,"20 AVE, WHITESTONE EXWY",Harvey Playground,Q089B-01,Q089B,40.7825,-73.8238,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
536,Y,N,4.0,"N Conduit Ave, 134 St, 135 Ave, 130 Pl",Police Officer Edward Byrne Park,Q092,Q092,40.6673,-73.8074,11420,23020.0,955741000.0,41517.85403996525,36586.86708860759
537,Y,N,4.0,"Between 81st Street and 82nd Street, North Conduit Avenue",Addabbo Playground,Q094-01,Q094,40.6731,-73.8541,11417,14960.0,661212000.0,44198.66310160428,36579.79539641944
538,Y,,4.0,"N Conduit Ave, 120 To 122 Sts",Lefferts Playground,Q096E,Q096E,40.6653,-73.8203,11420,23020.0,955741000.0,41517.85403996525,36586.86708860759
539,Y,N,4.0,"Broadway, 78 To 79 Sts",Frank D O'connor Park,Q098,Q098,40.7442,-73.8866,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
540,Y,Y,2.0,62ND DRIVE AND GRAND CENTRAL PKWY SERVICE RD.,World's Fair Playground,Q099-01,Q099,40.7375,-73.8459,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
541,Y,N,4.0,JEWEL AVE & VAN WYCK EXWY,Triassic Playground,Q099-15,Q099,40.7298,-73.835,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
542,Y,N,2.0,W/S OF MEADOW LAKE & G C PKWY,Jurassic Playground,Q099-16,Q099,40.7352,-73.8437,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
543,Y,N,4.0,"COLLEGE PT BLVD, BOTANIC GDNS",Lawrence Playground,Q099-17,Q099,40.7484,-73.8338,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
544,Y,Y,1.0,111 ST & SAULTELL & 56 AVES,Playground For All Children,Q099-18,Q099,40.7411,-73.8493,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
545,Y,N,4.0,PARK DR EAST & 73 TERRACE,Albert H. Mauro Playground,Q099-20,Q099,40.7234,-73.8272,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
546,N,,,BEHIND TENNIS CENTER,Playground,Q099-54,Q099,40.7491,-73.8431,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
547,Y,Y,3.0,ON PATH BETWEEN PASSARELLE BUILDING AND FOUNTAIN OF PLANETS (IN ZONE 14),Buzz Vollmer Playground,Q099-55,Q099,40.75,-73.8416,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
548,Y,N,4.0,"68 Rd, 79 St, 69 Ave",Middle Village Playground,Q101,Q101,40.7101,-73.8736,11379,17750.0,1229278000.0,69255.0985915493,37588.579387186626
549,Y,N,4.0,"80TH ST, JUNIPER BLVD S, 77TH PLACE, JUNIPER BLVD N, 78TH ST",Juniper North Playground Tennis,Q102-02,Q102,40.7207,-73.8771,11379,17750.0,1229278000.0,69255.0985915493,37588.579387186626
550,Y,Y,3.0,"72 ST, 74ST, JUNIPER BLVD SOUTH",Juniper South Playground,Q102-03,Q102,40.7184,-73.8829,11379,17750.0,1229278000.0,69255.0985915493,37588.579387186626
551,Y,N,2.0,"33 Ave, 210 St, 32 Ave, Cpl Kennedy St",Raymond O'connor Park,Q103,Q103,40.7717,-73.7794,11361,13930.0,941186000.0,67565.3984206748,37245.84837545126
552,Y,Y,3.0,"VERNON BLVD, 40 & 41 AVES",Vernon Playground,Q104-01,Q104,40.7571,-73.947,11101,18530.0,1554491000.0,83890.50188882892,37481.05849582173
553,Y,Y,3.0,41ST RD AND 12TH ST (EAST OF VERNON BLVD),Queensbridge Baby Park,Q104,Q104,40.7566,-73.9486,11101,18530.0,1554491000.0,83890.50188882892,37481.05849582173
554,Y,Y,3.0,"Archer Ave, 138 Pl, 91 Ave, 138 St",Howard Von Dohlen Playground,Q105,Q105,40.6994,-73.813,11435,26370.0,1099986000.0,41713.53811149033,36613.12684365782
555,Y,N,2.0,"113 & Murdock Aves, 196 St",Daniel M O'connell Playground,Q106,Q106,40.6999,-73.7581,11412,19280.0,844253000.0,43789.05601659751,36645.454545454544
556,Y,N,4.0,147 AVE & 184 ST,Springfield Playground,Q107-01,Q107,40.66,-73.7626,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
557,Y,N,2.0,"Brookville Blvd, S/o 136 Ave",Laurelton Playground,Q108,Q108,40.6702,-73.7366,11422,16560.0,810979000.0,48972.16183574879,37033.48115299335
558,Y,N,4.0,"Liberty Ave, 101 To 102 Sts",Police Officer Nicholas Demuti,Q118,Q118,40.6818,-73.8393,11417,14960.0,661212000.0,44198.66310160428,36579.79539641944
559,Y,N,4.0,"111 Ave, 134 & 135 Sts, Lincoln St",Frederick B Judge Playground,Q119,Q119,40.6835,-73.8082,11420,23020.0,955741000.0,41517.85403996525,36586.86708860759
560,Y,N,4.0,"179 Pl, N/o Jamaica Ave",Harvard Playground,Q120,Q120,40.7091,-73.7816,11432,28320.0,1332599000.0,47055.049435028246,36231.25
561,Y,N,2.0,"LIBERTY AVE, 172-173 STS",K.l. Williams Playground (tennis),Q121-02,Q121,40.7038,-73.7851,11433,16540.0,603266000.0,36473.15598548972,36316.52173913043
562,Y,N,4.0,"96 St, 34 Ave, Junction Blvd",Junction Playground,Q122,Q122,40.7547,-73.8722,11372,35020.0,1620726000.0,46280.01142204455,36673.42995169082
563,Y,N,4.0,"14 St, 31 Ave",Astoria Health Center Playground,Q123,Q123,40.7679,-73.9326,11106,21880.0,1216535000.0,55600.31992687386,37623.7721021611
564,Y,N,4.0,3 AVE & 147 ST,Francis Lewis Playground,Q126-01,Q126,40.7965,-73.8246,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
565,Y,Y,3.0,"109 Ave, 157 St, 108 Ave, 155 St",Marconi Park,Q127,Q127,40.6937,-73.7954,11433,16540.0,603266000.0,36473.15598548972,36316.52173913043
566,Y,Y,3.0,"88 To 89 Sts, Atlantic To 95 Aves",London Planetree Playground,Q128,Q128,40.6861,-73.8532,11416,12330.0,438289000.0,35546.55312246553,35944.54277286136
567,Y,Y,3.0,125 ST & ATLANTIC AVE,"Phil ""scooter"" Rizzuto Park",Q129,Q129,40.6948,-73.8216,11419,23560.0,828174000.0,35151.69779286927,12643.132328308207
568,Y,N,2.0,"CENTER OF PK, L I E SVCE RD, 54 AVE BETWEEN 63 AND 61 STS",Virginia Principe Playground,Q131-01,Q131,40.7272,-73.9041,11378,17640.0,975889000.0,55322.50566893424,36947.76119402985
569,Y,N,4.0,225 St & 104 Ave,Pat Williams Playground,Q133,Q133,40.71,-73.7285,11429,13300.0,581885000.0,43750.75187969925,36801.312335958006
570,Y,N,2.0,Braddock Ave & 240 St,Breininger Park,Q134,Q134,40.7258,-73.729,11426,9130.0,576555000.0,63149.50711938664,36997.326203208555
571,Y,N,4.0,"14 Rd, 115 St, 14 Ave",115th Street Playground,Q136,Q136,40.7852,-73.8526,11356,12380.0,550872000.0,44496.930533117935,36316.78082191781
572,Y,N,4.0,"21 St, 45 Ave, 11 St, 45 Rd",Murray Playground,Q141,Q141,40.7472,-73.9488,11101,18530.0,1554491000.0,83890.50188882892,37481.05849582173
573,Y,N,4.0,Boardwalk & Beach 59-60 Sts,Beach 59th Street Playground,Q162E,Q162E,40.5891,-73.7889,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
574,Y,N,4.0,BEACH 17 ST & SEAGIRT BLVD,Beach 17th Street Playground,Q162J,Q162J,40.5949,-73.7477,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
575,Y,N,4.0,"B 9 Street, North of the Boardwalk",Beach 9th Street Playground,Q162J01,Q162J01,40.5959,-73.7453,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
576,Y,N,4.0,B 109 ST & SHORE FRONT PKWY,Hockey Rink,Q163-01,Q163,40.5797,-73.8297,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
577,Y,N,4.0,B 84 ST & SHORE FRONT PKWY,Rockaway Playground - M,Q163-19,Q163,40.585,-73.8099,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
578,Y,N,2.0,B 82 ST & SHORE FRONT PKWY,Rockaway Playground - N,Q163-20,Q163,40.5854,-73.8087,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
579,Y,N,4.0,SHOREFRONT PARKWAY AND BEACH 73 ST,Rockaway Beach Playground,Q163-21,Q163,40.5864,-73.8019,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
580,Y,N,4.0,"30 To 31 Aves & Boody St, Bklyn-queens Exwy",St Michaels Playground,Q174A,Q174A,40.7588,-73.9,11377,45490.0,1944107000.0,42737.019125082435,36507.80269058296
581,N,,,"61 St, N/s Bklyn-queens Exwy",Big Bush Park,Q205A,Q205A,40.7397,-73.9025,11377,45490.0,1944107000.0,42737.019125082435,36507.80269058296
582,N,,,"63 St, 48 Ave, Bklyn-queens Exwy, 64 St","Nathan Weidenbaum Park, Little Bush Park",Q205B,Q205B,40.7382,-73.9023,11377,45490.0,1944107000.0,42737.019125082435,36507.80269058296
583,Y,N,4.0,Kissena Blvd & Maple Ave,Maple Playground,Q211,Q211,40.7559,-73.826,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
584,Y,N,4.0,137 St & 77 Ave,Queens Valley Playground,Q212,Q212,40.7219,-73.8237,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
585,Y,Y,3.0,"37 Ave, 28 St, 36 Ave, Crescent St",Dutch Kills Playground (ps 112),Q218,Q218,40.7573,-73.9332,11106,21880.0,1216535000.0,55600.31992687386,37623.7721021611
586,Y,N,4.0,"Van Wyck Exwy, 106 Ave, 142 St, 104 Ave",Norelli-hargreaves Playground,Q220B,Q220B,40.6902,-73.8088,11435,26370.0,1099986000.0,41713.53811149033,36613.12684365782
587,Y,N,4.0,"VAN WYCK EXWY, 116 AVE, 140 ST, 115 AVE",Dr Charles R Drew Memorial Park,Q220C-03,Q220C,40.6802,-73.8025,11436,9730.0,389298000.0,40010.07194244604,36889.8916967509
588,Y,N,4.0,"Van Wyck Exwy, Rockaway Blvd, 140 St, 120 Ave",Playground One-forty,Q220E,Q220E,40.6751,-73.8013,11436,9730.0,389298000.0,40010.07194244604,36889.8916967509
589,Y,N,2.0,MANTON ST & 83 AVE,Manton Playground,Q220G,Q220G,40.7119,-73.8216,11435,26370.0,1099986000.0,41713.53811149033,36613.12684365782
590,Y,N,4.0,"73 Ave, 195 St & 196 Pl",Farm Playground/ps 26,Q221,Q221,40.7358,-73.7774,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
591,Y,N,4.0,"HALLETS COVE, VERNON BLVD",Hallets Cove Playground (area A),Q226-01,Q226,40.772,-73.9341,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
592,Y,N,4.0,1 ST & E RIVER,Hallets Point Playground (area B),Q226-02,Q226,40.7734,-73.9371,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
593,Y,N,4.0,"Mott & Westbourne Aves, B 25 St",Westbourne Playground,Q266,Q266,40.6079,-73.7644,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
594,Y,N,4.0,"133 Ave, 101 To 103 Sts",John Adams Playground,Q285,Q285,40.6773,-73.8355,11417,14960.0,661212000.0,44198.66310160428,36579.79539641944
595,Y,N,4.0,"78 Ave, 74 To 75 Sts",Seventies Playground,Q289,Q289,40.7055,-73.8752,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
596,Y,N,4.0,"Central Ave, 70th And 71st Street",Glendale Playground,Q290,Q290,40.7049,-73.8818,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
597,Y,N,4.0,"Onderdonk & Willoughby Aves, Starr St",Starr Playground,Q291,Q291,40.7098,-73.9178,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
598,Y,N,4.0,201 To 202 Sts Bet 53 & 56 Aves,Saul Weprin Playground,Q293,Q293,40.748,-73.7764,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
599,Y,Y,2.0,"73 Ave, Jewel Ave, Utopia Pkwy",Utopia Playground,Q294,Q294,40.7307,-73.7924,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
600,Y,N,4.0,Steinway St & 35 Ave,Playground Thirty-five,Q296,Q296,40.7548,-73.922,11101,18530.0,1554491000.0,83890.50188882892,37481.05849582173
601,Y,N,2.0,"47 To 48 Sts, 20 Ave",Steinway Community Playground,Q298,Q298,40.7728,-73.8974,11105,19670.0,1216618000.0,61851.44890696492,37795.80573951435
602,Y,N,4.0,146 ST & 56 RD,Playground 146,Q300-02,Q300,40.7462,-73.8213,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
603,Y,N,4.0,COLDEN ST & GERANIUM AVE,Silent Springs Playground,Q300-03,Q300,40.7499,-73.823,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
604,Y,N,4.0,KISSENA BLVD & BOOTH MEM AVE,Captain Mario Fajardo Park,Q300-04,Q300,40.7435,-73.8146,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
605,Y,N,4.0,COLDEN & JUNIPER STS,Rachel Carson Playground,Q300-05,Q300,40.7491,-73.8224,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
606,Y,Y,2.0,PECK AVE & 188 ST,Underhill Playground,Q300A-01,Q300A,40.7447,-73.7876,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
607,Y,N,4.0,"109 Av & Brinkerhoff Ave, 160 & Union Hall Sts",Jamaica Playground (ps 40),Q301,Q301,40.6932,-73.791,11433,16540.0,603266000.0,36473.15598548972,36316.52173913043
608,Y,N,4.0,"St. Felix & 75 Av, 60th St",Evergreen Park (ps 68),Q302,Q302,40.6975,-73.897,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
609,Y,N,4.0,"34 Ave, 78 St, 77 St",Travers Park,Q303,Q303,40.754,-73.8893,11372,35020.0,1620726000.0,46280.01142204455,36673.42995169082
610,Y,Y,3.0,Austin St Bet 76 Ave & 76 Dr,Ehrenreich-austin Playground,Q304,Q304,40.7155,-73.8368,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
611,Y,N,4.0,"65 Pl & 68 Ave, Catalpa Ave",Mafera Park,Q305,Q305,40.7068,-73.8913,11385,48790.0,2266998000.0,46464.39844230375,37089.73354231975
612,Y,Y,3.0,Alderton St From Dieterle To Elwell Crescents,The Painter's Playground,Q306,Q306,40.7205,-73.8601,11374,22900.0,1429415000.0,62419.86899563319,37528.51239669421
613,Y,N,4.0,121 Ave & 237 St,Delphin Greene Playground,Q307,Q307,40.6849,-73.7291,11411,10760.0,557896000.0,51849.07063197026,36955.087719298244
614,Y,N,4.0,Sanford Ave From Union To Bowne Sts,Bowne Playground,Q308,Q308,40.7582,-73.8248,11355,50950.0,1452161000.0,28501.687929342494,11796.078992558672
615,Y,N,4.0,74 Ave & 260 St,Lou Lodatti Playground,Q310,Q310,40.7495,-73.7156,11004,6840.0,470848000.0,68837.42690058479,62736.11111111111
616,Y,N,4.0,Arverne Boulevard and B 55 Street,Arverne Playground,Q313,Q313,40.5929,-73.7852,11692,8780.0,357424000.0,40708.88382687927,36247.234042553195
617,Y,N,4.0,67 Ave & 173 St,Fresh Meadows Playground,Q314,Q314,40.7341,-73.7962,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
618,Y,N,4.0,"64 Ave, 218 & 219 Sts",Tall Oak Playground,Q317,Q317,40.7462,-73.7582,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
619,Y,N,4.0,"80 Ave, 261 & 262 Sts",Playground Eighty (lxxx),Q318,Q318,40.7447,-73.7096,11004,6840.0,470848000.0,68837.42690058479,62736.11111111111
620,Y,N,4.0,Yellowstone Boulevard between 65th Road and 65th Avenue,Annadale Playground,Q319,Q319,40.7311,-73.8518,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
621,Y,N,2.0,"70 Rd To 71 Ave, 150 St To Kissena Blvd",Vleigh Playground,Q320,Q320,40.7298,-73.8165,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
622,N,,,"29 To 30 Aves, 14 To 21 Sts",Ps 171 - Van Alst Playground,Q321,Q321,40.7706,-73.9282,11102,19250.0,1079217000.0,56063.22077922078,37734.666666666664
623,Y,Y,2.0,"89 Avenue, 207th Street and 208th Street",Bellaire Playground,Q322,Q322,40.7216,-73.758,11427,11690.0,691267000.0,59133.190761334474,37068.34532374101
624,Y,N,4.0,"40 Rd, Prince & Main Sts",Bland Playground,Q326,Q326,40.7583,-73.8311,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
625,Y,N,4.0,Little Neck Pkwy & 72 Ave,Castlewood Playground,Q327,Q327,40.7493,-73.7224,11426,9130.0,576555000.0,63149.50711938664,36997.326203208555
626,Y,Y,3.0,"85 Ave, 248 & 249 Sts",Bellerose Playground,Q328,Q328,40.7328,-73.7179,11426,9130.0,576555000.0,63149.50711938664,36997.326203208555
627,Y,N,4.0,"Kissena Blvd, 65 Ave",Pomonok Playground,Q329,Q329,40.7361,-73.8139,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
628,Y,N,2.0,"192 St, S/s 121 Ave",Locust Manor Playground,Q330,Q330,40.6861,-73.7564,11413,21710.0,1054522000.0,48573.099953938276,36910.76388888889
629,Y,N,4.0,"20 Ave, 37 St, 38 St",Woodtree Playground,Q332,Q332,40.7775,-73.9024,11105,19670.0,1216618000.0,61851.44890696492,37795.80573951435
630,Y,N,4.0,"35 Ave, 21 St, 34 Ave",Ravenswood Playground,Q333,Q333,40.7629,-73.9352,11106,21880.0,1216535000.0,55600.31992687386,37623.7721021611
631,Y,N,4.0,"163 To 166 Sts, 21 Ave To 21 Rd",Playground Twenty-one,Q334,Q334,40.7783,-73.7985,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
632,Y,N,4.0,"68 Ave, Booth To Austin Sts",Russell Sage Playground,Q335,Q335,40.7239,-73.8515,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
633,Y,Y,3.0,"Vleigh Pl, 141 St & Union Tpke",Vleigh Place Playground,Q336,Q336,40.7183,-73.8206,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
634,Y,N,4.0,Atlantic Ave Bet 104 & 106 Sts,Maurice A Fitzgerald Playground,Q337,Q337,40.6903,-73.8398,11416,12330.0,438289000.0,35546.55312246553,35944.54277286136
635,Y,N,4.0,"Little Neck Pkwy, 42 To 43 Aves",Admiral Park,Q338,Q338,40.771,-73.7379,11363,3430.0,461845000.0,134648.68804664724,63123.913043478264
636,Y,N,2.0,"Francis Lewis Blvd, 120 Ave And 121 Ave",Cabbell Park,Q339,Q339,40.6893,-73.7429,11411,10760.0,557896000.0,51849.07063197026,36955.087719298244
637,Y,N,4.0,Skillman Ave & 43 St,Tornsey Playground,Q340,Q340,40.7473,-73.9218,11104,15110.0,894211000.0,59180.07941760423,37454.33526011561
638,Y,N,4.0,"W/s 164 St, S/o 65 Ave",Electric Playground,Q342,Q342,40.7359,-73.8054,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
639,Y,N,4.0,152 St Bet 11 & 12 Aves,Whitestone Playground,Q343,Q343,40.792,-73.8085,11357,19850.0,1654618000.0,83356.07052896725,62595.15570934256
640,Y,N,4.0,164 St Bet Jewel & 71 Aves,Emerald Playground,Q344,Q344,40.7311,-73.8059,11365,21470.0,1198439000.0,55819.236143455986,36781.60173160173
641,Y,N,4.0,B 12 St & Redfern Ave,Redfern Playground,Q345,Q345,40.6113,-73.7495,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
642,Y,Y,2.0,W/s 251 St Bet 61 & 63 Aves,Challenge Playground,Q346,Q346,40.7566,-73.728,11362,8740.0,727323000.0,83217.73455377575,63090.983606557376
643,Y,N,4.0,Union St & 31 Rd,Cadwallader Colden Playground,Q347,Q347,40.7702,-73.8272,11354,30420.0,1140498000.0,37491.71597633136,11574.456218627998
644,Y,N,4.0,Grand Central Pkwy Bet 71 & 72 Aves,Willow Lake Playground,Q348,Q348,40.7226,-73.8371,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
645,Y,N,2.0,"Bell Blvd, 75 Ave & 217 St",Telephone Playground,Q349,Q349,40.7385,-73.7566,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
646,Y,N,2.0,"Liberty Ave, 183 Pl, 104 Ave",Peters Field,Q351,Q351,40.7061,-73.7748,11423,15280.0,732735000.0,47953.8612565445,36731.33971291866
647,Y,N,4.0,"82 Ave, 256 To 257 Sts",Hillside Park,Q352,Q352,40.7408,-73.7131,11004,6840.0,470848000.0,68837.42690058479,62736.11111111111
648,Y,N,2.0,"Grassmere Terr, Brookhaven Ave, Briar Pl",Grassmere Playground,Q353,Q353,40.5993,-73.7589,11691,22610.0,933446000.0,41284.65280849182,36329.56810631229
649,Y,N,4.0,"75 Ave, 160 To 162 Sts",Playground Seventy-five,Q354,Q354,40.7264,-73.8082,11366,6730.0,474196000.0,70460.02971768202,37272.72727272727
650,Y,N,2.0,67 Ave & 230 St,Alley Park,Q356,Q356,40.7472,-73.7451,11364,17800.0,1209766000.0,67964.38202247191,37113.4110787172
651,N,,,"Horace Harding Exwy, 99 St, 62 Ave, 102 St",Real Good Park,Q357B,Q357B,40.7356,-73.8573,11374,22900.0,1429415000.0,62419.86899563319,37528.51239669421
652,Y,N,4.0,"102 St, 62 Ave & Yellowstone Blvd",Handball Haven,Q357B01,Q357B01,40.7362,-73.855,11375,35470.0,3377212000.0,95213.19424866085,63277.361853832444
653,Y,N,2.0,138 St & Service Rd S/s Horace Harding Exwy,Turtle Playground,Q357G,Q357G,40.7421,-73.8274,11367,18860.0,1113164000.0,59022.481442205724,37034.634146341465
654,Y,N,4.0,"S/s Hillside Ave, E/o 235 Ct",Gunn Park (ps 18),Q358,Q358,40.7316,-73.7318,11426,9130.0,576555000.0,63149.50711938664,36997.326203208555
655,Y,N,2.0,S/s Jamaica Ave Bet 202 & 204 Sts,Haggerty Park,Q359,Q359,40.713,-73.7577,11423,15280.0,732735000.0,47953.8612565445,36731.33971291866
656,Y,N,4.0,"N/s Queens-midtown Exwy, 84 St To 57 Ave",Crowley Playground,Q360J,Q360J,40.7293,-73.8803,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
657,Y,Y,3.0,"58 Ave Bet Brown Pl & 69st, S/s Queens Midtown Exp",Frontera Park,Q360M,Q360M,40.7247,-73.8953,11378,17640.0,975889000.0,55322.50566893424,36947.76119402985
658,Y,N,4.0,Hoffman Dr & Seabury St,Hoffman Playground,Q360N,Q360N,40.7329,-73.872,11373,50870.0,1770853000.0,34811.34263809711,12256.90284879474
